Activité;Dénomination;Adresse complète;Commune;Code Postal;;Longitude;Latitude;;Lien_Tableau_Dynamique
Travaux de plâtrerie;DIATTA abdou; 174 AVENUE SAINT-EXUPERY 69500 BRON;BRON;69500;;4,911658;45,726649;;
Travaux de plâtrerie;ART ET DECO; 388 AVENUE CHARLES DE GAULLE 69200 VENISSIEUX;VENISSIEUX;69200;;4,890604;45,717837;;
Travaux de plâtrerie;ASD BAT; 30 ROUTE DE LYON 69320 FEYZIN;FEYZIN;69320;;4,860897;45,675714;;
Travaux de revètements des sols et des murs;CASTEL steve;  PLACE DE LA POYPE 69250 MONTANAY;MONTANAY;69250;;4,863079;45,880677;;
Travaux de revètements des sols et des murs;MUNOZ francisco; 34 AVENUE DE BEL AIR 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,912528;45,755541;;
Agencement de lieux de ventes;SOCIETE ATIF; 142 RUE DE VERDUN 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,729569;45,988868;;
Travaux de peinture et vitrerie;OZ FRERES;195-199 195 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX;VENISSIEUX;69200;;4,872289;45,715126;;
Travaux de revètements des sols et des murs;ALLIANCE RENOVATION; 34 COURS ARISTIDE BRIAND 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,845106;45,783863;;
Travaux de peinture et vitrerie;LAGRENEE jason; 63 RUE ANDRE BOLLIER 69007 LYON;LYON;69007;;4,831798;45,734577;;
Travaux de peinture et vitrerie;L ORFEVRE DE LA RENOVATION; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,871472;45,777186;;
Travaux de plâtrerie;BRAGA DA SILVA rui manuel;  CHEMIN DU FREYSSINET 69700 GIVORS;GIVORS;69700;;4,796058;45,569582;;
Travaux de plâtrerie;SOCIETE NOUVELLE PEINTURE EN BATIMENT; 18 BOULEVARD DE LA REPUBLIQUE 69410 CHAMPAGNE-AU-MONT-D'OR;CHAMPAGNE-AU-MONT-D'OR;69410;;4,788127;45,795401;;
Travaux de peinture et vitrerie;AKCA PEINTURE; 6 ALLEE DU LUBERON 69190 SAINT-FONS;SAINT-FONS;69190;;4,857688;45,689426;;
Agencement de lieux de ventes;LENORMAND gregory; 63 RUE LOUIS BECKER 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,870564;45,765289;;
Travaux de plâtrerie;2PR; 2 RUE GASTON MONMOUSSEAU 69200 VENISSIEUX;VENISSIEUX;69200;;4,877302;45,696227;;
Travaux de peinture et vitrerie;KHOUALDIA rochdi; 38 BOULEVARD YVES FARGE 69190 SAINT-FONS;SAINT-FONS;69190;;4,856194;45,70371;;
Travaux de plâtrerie;AK BAT; 8 CHEMIN DE SAINT GOBAIN 69190 SAINT-FONS;SAINT-FONS;69190;;4,851236;45,704564;;
Travaux de plâtrerie;HEZ; 14 RUE GASTON SALET 69170 TARARE;TARARE;69170;;4,432215;45,896596;;
Travaux de peinture et vitrerie;KOR ferhat; 14 RUE SULLY 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,975081;45,771236;;
Travaux de plâtrerie;AGFC BATIMENT; 75 RUE JOSEPH MOULIN 69290 CRAPONNE;CRAPONNE;69290;;4,708262;45,74253;;
Autres travaux de finition;SOCIETE DE POSE TERRASSES DALLES; 210 RUE MARCEL MERIEUX 69007 LYON;LYON;69007;;4,829793;45,731617;;
Travaux de revètements des sols et des murs;LAAL ahmed; 49 QUAI CLEMENCEAU 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,831858;45,795971;;
Travaux de peinture et vitrerie;G.F.D DECO RENOV; 320 AVENUE BERTHELOT 69008 LYON;LYON;69008;;4,866068;45,737364;;
Travaux de plâtrerie;ASB; 34 RUE MONTESQUIEU 69007 LYON;LYON;69007;;4,841958;45,753022;;
Travaux de peinture et vitrerie;KHANFOUS RENOVATION; 12 CHEMIN MAURICE FERREOL 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,916446;45,786837;;
Travaux de plâtrerie;BEN DHIF mortadha; 221 AVENUE GENERAL FRERE 69008 LYON;LYON;69008;;4,884944;45,727205;;
Travaux de revètements des sols et des murs;MEDJAHDI abdelkader; 2 RUE ANDRE WERTH 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,914271;45,788399;;
Travaux de peinture et vitrerie;TEYMEN yunus; 63 BOULEVARD LENINE 69200 VENISSIEUX;VENISSIEUX;69200;;4,866734;45,692829;;
Travaux de plâtrerie;ARC CONCEPT; 13 AVENUE BATAILLON CARMAGNOLE LIBERTE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,925747;45,758873;;
Travaux de peinture et vitrerie;PARLONS PEINTURE; 9 RUE DES MARGUERITES 69740 GENAS;GENAS;69740;;4,977966;45,713825;;
Travaux de plâtrerie;VINHAS PEREIRA ernesto jose; 20 RUE CLAUDE VIOLET 69008 LYON;LYON;69008;;4,878504;45,732177;;
Autres travaux de finition;SOUZA OLIVEIRA luiz gustavo;CHEZ M CREPEL JEAN PIERRE 21 RUE DE LA PART-DIEU 69003 LYON;LYON;69003;;4,844258;45,759428;;
Travaux de plâtrerie;RENOVE HABITAT PROPRETE;RESIDENCE LES NOYERS 20 RUE JEAN FAUCONNET 69005 LYON;LYON;69005;;4,787884;45,751832;;
Travaux de peinture et vitrerie;DEMIRCI; 16 RUE DE L'AGRICULTURE 69960 CORBAS;CORBAS;69960;;4,9029;45,670037;;
Travaux de plâtrerie;DLV; 17 ROUTE DE BRUSSIEU 69690 BRUSSIEU;BRUSSIEU;69690;;4,545184;45,751029;;
Travaux de revètements des sols et des murs;BOUAKAZ abdelkrim; 13 RUE DU PRESBYTERE 69008 LYON;LYON;69008;;4,851453;45,735407;;
Travaux de peinture et vitrerie;ISODECO; 53 RUE DU LABOUR 69190 SAINT-FONS;SAINT-FONS;69190;;4,855223;45,689163;;
Autres travaux de finition;RAUBALY thierry; 28 RUE PAUL BOVIER-LAPIERRE 69530 BRIGNAIS;BRIGNAIS;69530;;4,760832;45,670284;;
Travaux de plâtrerie;SARL ANTUNES; 84 CHEMIN DU LANCHET 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,885975;45,810871;;
Travaux de plâtrerie;AAZA adel; 11 RUE DU COMMERCE 69330 MEYZIEU;MEYZIEU;69330;;5,003035;45,767662;;
Travaux de plâtrerie;FRANCE PPN; 7 RUE GASTON MONMOUSSEAU 69200 VENISSIEUX;VENISSIEUX;69200;;4,877567;45,697045;;
Travaux de peinture et vitrerie;QUINET mickael;LES ROSETIERES 18 CHEMIN DES CAILLOUX 69340 FRANCHEVILLE;FRANCHEVILLE;69340;;4,757311;45,739106;;
Travaux de plâtrerie;LE DAIN CONCEPT RENOVATION; 116 RUE BOSSUET 69006 LYON;LYON;69006;;4,855602;45,768237;;
Travaux de plâtrerie;BATI DECOR; 34 RUE STEPHANE COIGNET 69008 LYON;LYON;69008;;4,873579;45,726103;;
Travaux de peinture et vitrerie;LAVAULT julien; 633  LE POLAINE 69700 LOIRE-SUR-RHONE;LOIRE-SUR-RHONE;69700;;4,772592;45,548941;;
Travaux de plâtrerie;KOM9 RENOVATION; 15 BOULEVARD DES BROTTEAUX 69006 LYON;LYON;69006;;4,857127;45,768186;;
Travaux de peinture et vitrerie;KHELIFA DE RENOVATION; 4 RUE VLADIMIR KOMAROV 69200 VENISSIEUX;VENISSIEUX;69200;;4,873549;45,691628;;
Travaux de revètements des sols et des murs;MARTINS DOS SANTOS daniel; 3 RUE DES MARRONNIERS 69480 ANSE;ANSE;69480;;4,721062;45,936107;;
Autres travaux de finition;VUJOVIC milivoje; 37 RUE VICTOR HUGO 69370 SAINT-DIDIER-AU-MONT-D'OR;SAINT-DIDIER-AU-MONT-D'OR;69370;;4,795115;45,826031;;
Travaux de plâtrerie;ERDOGAN gokhan; 24 RUE GAMBETTA 69190 SAINT-FONS;SAINT-FONS;69190;;4,852842;45,707197;;
Travaux de peinture et vitrerie;VR RENOVATION; 9 ROUTE D'IRIGNY 69530 BRIGNAIS;BRIGNAIS;69530;;4,76582;45,674456;;
Travaux de peinture et vitrerie;CRISTAL;81-83 BATIMENT B ZAC DES PIVOLLES 81 RUE ELISEE RECLUS 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,936411;45,746925;;
Travaux de plâtrerie;DEVOISIN; 18 RUE CHANEL 69690 BESSENAY;BESSENAY;69690;;4,554985;45,775656;;
Travaux de plâtrerie;BAUMANN richard; 23 RUE DES LAURIERS 69320 FEYZIN;FEYZIN;69320;;4,862894;45,68102;;
Travaux de revètements des sols et des murs;EKIZ mustafa; 3 RUE DU FOREST 69400 LIMAS;LIMAS;69400;;4,704475;45,981135;;
Travaux de revètements des sols et des murs;DECO CARRO; 349 RUE PAUL BERT 69003 LYON;LYON;69003;;4,874843;45,755999;;
Travaux de plâtrerie;BONTEMPS brice; 4 RUE DE LA SOLIDARITE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,889058;45,755279;;
Travaux de peinture et vitrerie;P2R; 18 AVENUE DES TILLEULS 69780 MIONS;MIONS;69780;;4,954286;45,669416;;
Travaux de plâtrerie;BC PLAFONDS; 38 RUE MARION 69390 VERNAISON;VERNAISON;69390;;4,812609;45,648005;;
Travaux de revètements des sols et des murs;CCS RESINE ET DECO; 260 RUE FREDERIC MONIN 69440 MORNANT;MORNANT;69440;;4,705736;45,619185;;
Travaux de plâtrerie;SDIRI zied; 1 RUE GABRIEL PERI 69350 LA MULATIERE;LA MULATIERE;69350;;4,815606;45,718597;;
Travaux de peinture et vitrerie;IEN DECO PEINTURE; 54 RUE PAUL VERLAINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880443;45,763697;;
Travaux de peinture et vitrerie;MY DECO; 45 RUE D'ALMA 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,71723;45,985642;;
Travaux de peinture et vitrerie;BM PEINTURE ET RENOVATION; 63 RUE ANDRE BOLLIER 69007 LYON;LYON;69007;;4,831798;45,734577;;
Travaux de plâtrerie;BOTTIN regis; 42  GRANDE RUE 69850 SAINT-MARTIN-EN-HAUT;SAINT-MARTIN-EN-HAUT;69850;;4,561903;45,659421;;
Travaux de plâtrerie;AVESTA; 19 RUE DE LA GARE 69330 PUSIGNAN;PUSIGNAN;69330;;5,071459;45,759657;;
Travaux de plâtrerie;ASSIA; 99 AVENUE ROGER SALENGRO 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,878286;45,77787;;
Travaux de plâtrerie;EMINI;PARC DU VERT BUISSON 14 RUE DE LA DIGUE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,904663;45,782708;;
Travaux de plâtrerie;ETABLISSEMENTS PAOLI; 14 COURS D'HERBOUVILLE 69004 LYON;LYON;69004;;4,839142;45,775574;;
Travaux de plâtrerie;BI PEINTURE; 320 AVENUE BERTHELOT 69008 LYON;LYON;69008;;4,866068;45,737364;;
Travaux de peinture et vitrerie;KJ BATIMENT; 129 AVENUE SIDOINE APOLLINAIRE 69009 LYON;LYON;69009;;4,803645;45,764982;;
Travaux de revètements des sols et des murs;PALAS CARRELAGE; 48 RUE ALEXANDRE DUMAS 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,925956;45,753464;;
Autres travaux de finition;ROCHE richard; 1 RUE DE ROTTERDAM 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,906263;45,822894;;
Travaux de plâtrerie;CSPJ CONCEPT; 1426 CHEMIN DU CHAMP DE LIERE 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,87298;45,806346;;
Travaux de peinture et vitrerie;AIT AISSA meziane; 16 RUE RENEE PEILLON 69700 GIVORS;GIVORS;69700;;4,794637;45,57017;;
Travaux de plâtrerie;SARL BATI-STAR RHONE ALPES; 4 RUE NEUVE DE MONPLAISIR 69008 LYON;LYON;69008;;4,872952;45,743095;;
Travaux de revètements des sols et des murs;NAMIAN stephane; 22  GRANDE RUE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,94288;45,699485;;
Travaux de plâtrerie;COULEUR REEL; 17 RUE NUNGESSER ET COLI 69500 BRON;BRON;69500;;4,92712;45,744566;;
Travaux de plâtrerie;RPPG; 11 CHEMIN D'ALIX 69360 TERNAY;TERNAY;69360;;4,798032;45,598011;;
Travaux de peinture et vitrerie;ZULIANI adam; 30 RUE ALEXANDRE BOUTIN 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,86878;45,76891;;
Travaux de plâtrerie;DS-DECORATION; 3 RUE DE VERDUN 69190 SAINT-FONS;SAINT-FONS;69190;;4,859718;45,704056;;
Travaux de plâtrerie;RECORD BATI SARL; 300 BOULEVARD PINEL 69008 LYON;LYON;69008;;4,885648;45,723597;;
Travaux de plâtrerie;VYSNIAUSKAS andrius;3 EME ETAGE 18 AVENUE DANIELLE CASANOVA 69700 GIVORS;GIVORS;69700;;4,767535;45,593668;;
Travaux de peinture et vitrerie;GOLD NETTOYAGES; 5 RUE DES MAURES 69320 FEYZIN;FEYZIN;69320;;4,856927;45,663106;;
Travaux de peinture et vitrerie;SARL FONTAINE PEINTURE; 7 RUE PAUL ELUARD 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,923307;45,776058;;
Travaux de plâtrerie;ANIBA morad; 6 IMPASSE PLATIERE 69170 TARARE;TARARE;69170;;4,429533;45,897471;;
Travaux de revètements des sols et des murs;HAMANI yacine; 10 RUE ARAGO 69150 DECINES-CHARPIEU;DECINES-CHARPIEU;69150;;4,944352;45,767446;;
Travaux de plâtrerie;CELIK hasan; 497 RUE JUSTIN GODART 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,740651;45,98178;;
Travaux de peinture et vitrerie;E R T SASU; 4 ALLEE DE NYONS 69190 SAINT-FONS;SAINT-FONS;69190;;4,856456;45,69613;;
Travaux de plâtrerie;YAPICI ali; 3 CHEMIN DE LA GODILLE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,914691;45,782594;;
Agencement de lieux de ventes;CIREASA valeriu; 17 CHEMIN DE LA FERME 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,914572;45,786311;;
Travaux de plâtrerie;TOUATI mohamed es said; 17 RUE DE L'EGALITE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,924096;45,785371;;
Travaux de revètements des sols et des murs;FIDJI florent; 9 COTE ROUSSET 69540 IRIGNY;IRIGNY;69540;;4,825534;45,670723;;
Travaux de plâtrerie;RHONE ALPES 69 CONSTRUCTION; 131 RUE DE CREQUI 69006 LYON;LYON;69006;;4,846696;45,765954;;
Travaux de revètements des sols et des murs;JPL DECO; 4 RUE ALPHONSE DAUDET 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,981515;45,704229;;
Travaux de plâtrerie;LC BATIMENT; 131 RUE DE CREQUI 69006 LYON;LYON;69006;;4,846696;45,765954;;
Travaux de revètements des sols et des murs;NDO SERVICES; 13 ROUTE DE LYON 69320 FEYZIN;FEYZIN;69320;;4,860298;45,673731;;
Travaux de peinture et vitrerie;TELEA ioan; 10 RUE FLACHET 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,889892;45,771092;;
Travaux de revètements des sols et des murs;TURE mustafa; 25 RUE DES MARTYRS DE LA RESISTANCE 69200 VENISSIEUX;VENISSIEUX;69200;;4,87406;45,693005;;
Travaux de plâtrerie;RENOV-ACTION;195/199 195 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX;VENISSIEUX;69200;;4,872289;45,715126;;
Travaux de peinture et vitrerie;JAUSSEN dimitri;  CHEMIN DE L'YZERON 69110 SAINTE-FOY-LES-LYON;SAINTE-FOY-LES-LYON;69110;;4,779441;45,725962;;
Travaux de plâtrerie;RENOV PLATRERIE PEINTURE; 63 RUE ANDRE BOLLIER 69007 LYON;LYON;69007;;4,831798;45,734577;;
Travaux de peinture et vitrerie;SELARU catalin-marius; 19 RUE DU 11 NOVEMBRE 1918 69780 MIONS;MIONS;69780;;4,955701;45,661993;;
Travaux de plâtrerie;MATHON emmanuel;  RUE DE LA VOUTE 69460 SALLES-ARBUISSONNAS-EN-BEAUJOLAIS;SALLES-ARBUISSONNAS-EN-BEAUJOLAIS;69460;;4,634219;46,040944;;
Travaux de plâtrerie;SARL LMCS; 50 RUE DE MARSEILLE 69007 LYON;LYON;69007;;4,839645;45,751437;;
Travaux de peinture et vitrerie;ALTIN PEINTURE; 320 AVENUE BERTHELOT 69008 LYON;LYON;69008;;4,866068;45,737364;;
Autres travaux de finition;LOPES CORREIA antonio jose; 1136 MONTEE DES CHAVANNES 69250 POLEYMIEUX-AU-MONT-D'OR;POLEYMIEUX-AU-MONT-D'OR;69250;;4,798566;45,861063;;
Autres travaux de finition;STARK fabrice; 11 RUE AMPERE 69410 CHAMPAGNE-AU-MONT-D'OR;CHAMPAGNE-AU-MONT-D'OR;69410;;4,787277;45,797708;;
Agencement de lieux de ventes;MK EXPO; 685 RUE CONDORCET 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,73572;45,981097;;
Travaux de revètements des sols et des murs;LAMURE sebastien; 131 RUE GENERAL LECLERC 69430 BEAUJEU;BEAUJEU;69430;;4,596742;46,14959;;
Travaux de plâtrerie;GEORGIEV ivan; 23 AVENUE GENERAL BROSSET 69160 TASSIN-LA-DEMI-LUNE;TASSIN-LA-DEMI-LUNE;69160;;4,778849;45,757532;;
Travaux de plâtrerie;IBRAHIMI kushtrim; 13 RUE ROYET 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,838549;45,782605;;
Travaux de revètements des sols et des murs;ALTUNER BTP; 24 RUE ROBERT DESNOS 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,928064;45,775166;;
Travaux de plâtrerie;SAS PLARENOV; 3 ALLEE DES MESANGES 69780 MIONS;MIONS;69780;;4,953372;45,680033;;
Travaux de plâtrerie;BALI TRAVAUX; 54 RUE PAUL VERLAINE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880443;45,763697;;
Agencement de lieux de ventes;BALAND romain; 18 RUE D'ARTOIS 69330 MEYZIEU;MEYZIEU;69330;;5,017256;45,759181;;
Travaux de plâtrerie;BATI CONCEPT; 320 AVENUE BERTHELOT 69008 LYON;LYON;69008;;4,866068;45,737364;;
Travaux de plâtrerie;SELECT RENOV;CENTRE D'AFFAIRE 41 QUAI FULCHIRON 69005 LYON;LYON;69005;;4,821567;45,751921;;
Travaux de peinture et vitrerie;VILANOVA tony; 9 RUE MARCEL TEPPAZ 69007 LYON;LYON;69007;;4,848436;45,743944;;
Travaux de revètements des sols et des murs;GAREL loic; 95 CHEMIN DES CHATAIGNIERS 69430 CHENELETTE;CHENELETTE;69430;;4,485706;46,149978;;
Travaux de plâtrerie;M.B CELEBI; 6 CHEMIN DE LA GODILLE 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,915294;45,781605;;
Travaux de revètements des sols et des murs;SOLCAR; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,871472;45,777186;;
Travaux de revètements des sols et des murs;ROMAIN JOMARD CARRELAGE; 132 QUARTIER NEUF 69490 SAINT-FORGEUX;SAINT-FORGEUX;69490;;4,472682;45,859059;;
Travaux de peinture et vitrerie;OKA RENOVATION;ZONE D'ACTIVITE SERMENAZ 2871 AVENUE DE L'EUROPE 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,915438;45,822504;;
Travaux de plâtrerie;SIF; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,871472;45,777186;;
Travaux de peinture et vitrerie;ARSOY PEINTURE; 1 RUE RAVAT 69002 LYON;LYON;69002;;4,824923;45,743712;;
Travaux de plâtrerie;TURTUREAN fanel; 617 CHEMIN DU MARTIN 69670 VAUGNERAY;VAUGNERAY;69670;;4,671637;45,743584;;
Travaux de peinture et vitrerie;GOKKAYA idris; 7 RUE GUILLERMIN 69500 BRON;BRON;69500;;4,924467;45,746321;;
Travaux de plâtrerie;AKTA; 36 AVENUE FRANCOIS MITTERRAND 69500 BRON;BRON;69500;;4,923522;45,738422;;
Travaux de peinture et vitrerie;BOUNAB djamel;BAT D 68 RUE MATHIEU DUSSURGEY 69190 SAINT-FONS;SAINT-FONS;69190;;4,862813;45,71223;;
Travaux de revètements des sols et des murs;MOKDAD abdallah; 105 PLACE DU 8 MAI 1945 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,949778;45,69103;;
Travaux de plâtrerie;DYNAMIC AGENCEMENT; 3 RUE VICTOR HUGO 69370 SAINT-DIDIER-AU-MONT-D'OR;SAINT-DIDIER-AU-MONT-D'OR;69370;;4,793804;45,831291;;
Travaux de plâtrerie;BOZKUS yasin; 35 RUE DE LA CROIX ROUSSE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,949764;45,702722;;
Travaux de peinture et vitrerie;BALACEANU alin dorinel; 19 RUE DU 11 NOVEMBRE 1918 69780 MIONS;MIONS;69780;;4,955701;45,661993;;
Travaux de peinture et vitrerie;BAC; 20 BOULEVARD EUGENE DERUELLE 69003 LYON;LYON;69003;;4,853962;45,762822;;
Travaux de peinture et vitrerie;VIGNATELLI joel; 62 BOULEVARD DES TCHECOSLOVAQUES 69007 LYON;LYON;69007;;4,857771;45,745026;;
Travaux de plâtrerie;TOMA lazar; 19 RUE DU 11 NOVEMBRE 1918 69780 MIONS;MIONS;69780;;4,955701;45,661993;;
Travaux de peinture et vitrerie;TARAU claudiu-paul; 19 RUE DU 11 NOVEMBRE 1918 69780 MIONS;MIONS;69780;;4,955701;45,661993;;
Travaux de plâtrerie;POINT.DWG; 34 RUE DES NOYERS 69005 LYON;LYON;69005;;4,784261;45,752449;;
Travaux de plâtrerie;BM BATIMENTS 69; 46 RUE VICTOR HUGO 69200 VENISSIEUX;VENISSIEUX;69200;;4,885029;45,701631;;
Travaux de revètements des sols et des murs;HADDAD hichem;4EME ETAGE 36 RUE D'YPRES 69004 LYON;LYON;69004;;4,816007;45,782804;;
Travaux de plâtrerie;ELABED; 37 RUE DECOMBEROUSSE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,917548;45,76144;;
Travaux de plâtrerie;BENALIOUAT nadir; 16 AVENUE EDOUARD HERRIOT 69500 BRON;BRON;69500;;4,900416;45,729394;;
Travaux de plâtrerie;KENT fatih; 5 RUE DES MYOSOTIS 69200 VENISSIEUX;VENISSIEUX;69200;;4,861532;45,694729;;
Travaux de peinture et vitrerie;CALIS; 8 CHEMIN DES TARDS VENUS 69530 BRIGNAIS;BRIGNAIS;69530;;4,773489;45,68025;;
Travaux de plâtrerie;DUPRE; 31 ALLEE DES ARTISANS 69210 LENTILLY;LENTILLY;69210;;4,679695;45,820257;;
Travaux de revètements des sols et des murs;ARICSAN mircea;CHEZ MR VERES 10 CHEMIN DU MOULIN CARRON 69130 ECULLY;ECULLY;69130;;4,778008;45,790875;;
Travaux de peinture et vitrerie;GONCALVES ALVES jose; 121 COURS ALBERT THOMAS 69008 LYON;LYON;69008;;4,867971;45,746534;;
Travaux de plâtrerie;MESSAAD takiyeddine; 7 RUE GERMAINE TILLION 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,928833;45,753269;;
Travaux de revètements des sols et des murs;HAKOBYAN vahan; 56 BOULEVARD AMBROISE CROIZAT 69200 VENISSIEUX;VENISSIEUX;69200;;4,887312;45,699703;;
Travaux de plâtrerie;KOMUR saban; 139 RUE DU CLOS MORGON 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,73297;45,986212;;
Travaux de plâtrerie;AHSSEN yacin;RESIDENCE LE VERCORS BATIMENT B1 6 RUE DU VERCORS 69320 FEYZIN;FEYZIN;69320;;4,848936;45,667234;;
Travaux de revètements des sols et des murs;DEPONDT bertrand; 475 CHEMIN DE BETHLEEM 69480 POMMIERS;POMMIERS;69480;;4,688214;45,957347;;
Travaux de peinture et vitrerie;RHONE SAONE MIROITERIE; 68 AVENUE DE L'EUROPE 69140 RILLIEUX-LA-PAPE;RILLIEUX-LA-PAPE;69140;;4,905855;45,818746;;
Travaux de plâtrerie;RAFIA BAT; 12 CHEMIN MAURICE FERREOL 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,916446;45,786837;;
Travaux de peinture et vitrerie;F2N RENOVATION;PARC TECHNOLOGIQUE POLE 333 COURS DU TROISIEME MILLENAIRE 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,93161;45,715223;;
Travaux de revètements des sols et des murs;NDWITA herve; 75 RUE MARIETTON 69009 LYON;LYON;69009;;4,800197;45,775906;;
Travaux de revètements des sols et des murs;HESTIA FINITIONS; 16 CHEMIN DES MURIERS 69740 GENAS;GENAS;69740;;4,985489;45,715148;;
Travaux de revètements des sols et des murs;MARTIROSIAN arman; 15 RUE GALILEE 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,880046;45,755008;;
Travaux de plâtrerie;BM CONCEPT; 19 RUE MOZART 69800 SAINT-PRIEST;SAINT-PRIEST;69800;;4,93805;45,693285;;
Travaux de revètements des sols et des murs;AV RENOVATION; 19 RUE DES SERPOLLIERES 69008 LYON;LYON;69008;;4,864621;45,731763;;
Travaux de peinture et vitrerie;GHANMI mourad; 51 RUE DOCTEUR OLLIER 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,883077;45,76519;;
Travaux de plâtrerie;ANTIMIRESCU marius; 85 AVENUE DEBOURG 69007 LYON;LYON;69007;;4,835997;45,731373;;
Travaux de plâtrerie;SASU CO-BERT; 5 RUE DU CANAL 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,894704;45,783377;;
Travaux de peinture et vitrerie;PERRET franck; 200 GRANDE RUE DE LA GUILLOTIERE 69007 LYON;LYON;69007;;4,854497;45,7485;;
Travaux de peinture et vitrerie;SERVICE ET RENOVATION BATIMENT; 151 CHEMIN DES BRUYERES 69300 CALUIRE-ET-CUIRE;CALUIRE-ET-CUIRE;69300;;4,859871;45,802154;;
Travaux de plâtrerie;DULU ahmet; 23 IMPASSE PIERRE LOUVET 69400 VILLEFRANCHE-SUR-SAONE;VILLEFRANCHE-SUR-SAONE;69400;;4,738456;45,979659;;
Travaux de peinture et vitrerie;RETT; 3 RUE PAUL ELUARD 69120 VAULX-EN-VELIN;VAULX-EN-VELIN;69120;;4,922997;45,776421;;
Travaux de plâtrerie;PARISE IMMOBILIER; 75 AVENUE DE LA VILLERME 69960 CORBAS;CORBAS;69960;;4,904828;45,671933;;
Travaux de plâtrerie;APOLLO alexandre; 320 ROUTE DE LYON 69970 MARENNES;MARENNES;69970;;4,910422;45,621996;;
Travaux de peinture et vitrerie;NICOLLET laurent; 56 RUE DE MONTLYS 69420 AMPUIS;AMPUIS;69420;;4,83936;45,5063;;
Travaux de plâtrerie;NASSARE PEINTURE; 8 IMPASSE DES RONCES 69780 MIONS;MIONS;69780;;4,951109;45,67753;;
Autres travaux de finition;AZIZ emeric; 27 ROUTE DU FAVRET 69270 CAILLOUX-SUR-FONTAINES;CAILLOUX-SUR-FONTAINES;69270;;4,8718;45,847188;;
Travaux de revètements des sols et des murs;MONTEIRO SOLS BETON; 40 RUE DE BRUXELLES 69100 VILLEURBANNE;VILLEURBANNE;69100;;4,871472;45,777186;;
